phi_deg,RCS_th_dBsm,RCS_ph_dBsm
13.1,-15.9307755457576,-100
13.2,-15.7504370430788,-100
13.3,-15.5720452358255,-100
13.4,-15.3955856813593,-100
13.5,-15.2210445444905,-100
13.6,-15.0484085849386,-100
13.7,-14.8776651454106,-100
13.8,-14.708802140282,-100
13.9,-14.5418080448527,-100
14,-14.3766718851644,-100
14.1,-14.213383228366,-100
14.2,-14.0519321736014,-100
14.3,-13.8923093434178,-100
14.4,-13.7345058756701,-100
14.5,-13.5785134159134,-100
14.6,-13.4243241102769,-100
14.7,-13.2719305987973,-100
14.8,-13.1213260092133,-100
14.9,-12.9725039512074,-100
15,-12.8254585110854,-100
15.1,-12.6801842468922,-100
15.2,-12.5366761839522,-100
15.3,-12.3949298108335,-100
15.4,-12.2549410757274,-100
15.5,-12.1167063832439,-100
15.6,-11.9802225916164,-100
15.7,-11.8454870103168,-100
15.8,-11.712497398076,-100
15.9,-11.5812519613153,-100
16,-11.4517493529818,-100
16.1,-11.3239886717955,-100
16.2,-11.1979694619056,-100
16.3,-11.073691712962,-100
16.4,-10.9511558606035,-100
16.5,-10.8303627873684,-100
16.6,-10.7113138240339,-100
16.7,-10.5940107513874,-100
16.8,-10.478455802443,-100
16.9,-10.3646516651048,-100
17,-10.2526014852916,-100
17.1,-10.1423088705318,-100
17.2,-10.0337778940393,-100
17.3,-9.92701309928508,-100
17.4,-9.82201950507671,-100
17.5,-9.7188026111627,-100
17.6,-9.61736840437761,-100
17.7,-9.5177233653477,-100
17.8,-9.41987447577272,-100
17.9,-9.32382922631225,-100
18,-9.22959562509217,-100
18.1,-9.1371822068622,-100
18.2,-9.04659804282759,-100
18.3,-8.95785275118701,-100
18.4,-8.87095650840496,-100
18.5,-8.78592006125536,-100
18.6,-8.70275473966986,-100
18.7,-8.6214724704328,-100
18.8,-8.54208579176014,-100
18.9,-8.46460786881521,-100
19,-8.38905251020098,-100
19.1,-8.31543418548681,-100
19.2,-8.2437680438251,-100
19.3,-8.17406993371652,-100
19.4,-8.10635642399066,-100
19.5,-8.04064482607095,-100
19.6,-7.97695321760103,-100
19.7,-7.91530046751252,-100
19.8,-7.85570626262261,-100
19.9,-7.79819113585793,-100
20,-7.74277649620119,-100
20.1,-7.68948466048114,-100
20.2,-7.6383388871151,-100
20.3,-7.58936341193995,-100
20.4,-7.54258348627046,-100
20.5,-7.49802541733249,-100
20.6,-7.45571661124321,-100
20.7,-7.41568561870797,-100
20.8,-7.37796218363534,-100
20.9,-7.34257729487625,-100
21,-7.30956324131857,-100
21.1,-7.27895367058518,-100
21.2,-7.25078365160889,-100
21.3,-7.2250897413831,-100
21.4,-7.20191005620752,-100
21.5,-7.18128434778961,-100
21.6,-7.16325408458582,-100
21.7,-7.14786253881074,-100
21.8,-7.13515487958134,-100
21.9,-7.12517827270849,-100
22,-7.11798198770173,-100
22.1,-7.11361751260953,-100
22.2,-7.11213867737984,-100
22.3,-7.11360178650065,-100
22.4,-7.11806576175753,-100
22.5,-7.12559229603822,-100
22.6,-7.13624601921224,-100
22.7,-7.15009467723301,-100
22.8,-7.16720932573419,-100
22.9,-7.18766453953996,-100
23,-7.21153863967754,-100
23.1,-7.23891393966195,-100
23.2,-7.26987701304284,-100
23.3,-7.30451898444422,-100
23.4,-7.34293584660722,-100
23.5,-7.38522880626336,-100
23.6,-7.43150466203963,-100
23.7,-7.481876218006,-100
23.8,-7.53646273697387,-100
23.9,-7.59539043821479,-100
24,-7.65879304491189,-100
24.1,-7.72681238743226,-100
24.2,-7.7995990693792,-100
24.3,-7.8773132044298,-100
24.4,-7.9601252331745,-100
24.5,-8.04821683061011,-100
24.6,-8.14178191663102,-100
24.7,-8.24102778387058,-100
24.8,-8.34617635963349,-100
24.9,-8.4574656215172,-100
25,-8.5751511897473,-100
25.1,-8.69950812337797,-100
25.2,-8.83083295250759,-100
25.3,-8.96944598473805,-100
25.4,-9.11569393152635,-100
25.5,-9.26995290920453,-100
25.6,-9.43263188070846,-100
25.7,-9.60417661804846,-100
25.8,-9.78507428304545,-100
25.9,-9.97585874585847,-100
26,-10.1771167886861,-100
26.1,-10.3894953775651,-100
26.2,-10.6137102308697,-100
26.3,-10.8505559723279,-100
26.4,-11.1009182337623,-100
26.5,-11.3657881749298,-100
26.6,-11.6462800239891,-100
26.7,-11.9436524256133,-100
26.8,-12.2593346339098,-100
26.9,-12.5949589326472,-100
27,-12.9524011486383,-100
27.1,-13.3338318108134,-100
27.2,-13.7417814991163,-100
27.3,-14.179225385206,-100
27.4,-14.6496941531674,-100
27.5,-15.1574218398348,-100
27.6,-15.7075463997381,-100
27.7,-16.3063873039988,-100
27.8,-16.9618386552104,-100
27.9,-17.6839407813172,-100
28,-18.485737346593,-100
28.1,-19.3846083111763,-100
28.2,-20.4044358099347,-100
28.3,-21.57931789613,-100
28.4,-22.9603824620537,-100
28.5,-24.6294414161729,-100
28.6,-26.7298470892187,-100
28.7,-29.549627760093,-100
28.8,-33.8208984787323,-100
28.9,-42.7668232718349,-100
29,-44.4688188597233,-100
29.1,-34.2543366948109,-100
29.2,-29.6510733131511,-100
29.3,-26.6324997385105,-100
29.4,-24.3777362499587,-100
29.5,-22.5745801535918,-100
29.6,-21.0703979215446,-100
29.7,-19.7790593789239,-100
29.8,-18.6471616718483,-100
29.9,-17.6392996439888,-100
30,-16.7307910687787,-100
30.1,-15.9037425240942,-100
30.2,-15.1447689280723,-100
30.3,-14.4435969305182,-100
30.4,-13.7921704983067,-100
30.5,-13.1840564651195,-100
30.6,-12.6140368782813,-100
30.7,-12.0778218525523,-100
30.8,-11.5718425605204,-100
30.9,-11.0930989366911,-100
31,-10.6390456112773,-100
31.1,-10.2075051077655,-100
31.2,-9.79660084134596,-100
31.3,-9.40470473504343,-100
31.4,-9.03039578742296,-100
31.5,-8.67242695563618,-100
31.6,-8.329698429546,-100
31.7,-8.00123587303073,-100
31.8,-7.6861725655519,-100
31.9,-7.38373463530779,-100
32,-7.09322876448204,-100
32.1,-6.81403188734104,-100
32.2,-6.54558250703793,-100
32.3,-6.28737333654299,-100
32.4,-6.0389450299256,-100
32.5,-5.79988081709212,-100
32.6,-5.56980189152277,-100
32.7,-5.34836342910861,-100
32.8,-5.13525113870776,-100
32.9,-4.93017826295805,-100
33,-4.73288296218911,-100
33.1,-4.54312602581232,-100
33.2,-4.36068886488984,-100
33.3,-4.18537174718126,-100
33.4,-4.01699224218127,-100
33.5,-3.85538384878059,-100
33.6,-3.70039478240472,-100
33.7,-3.55188690200437,-100
33.8,-3.4097347602034,-100
33.9,-3.27382476237227,-100
34,-3.14405442246629,-100
34.1,-3.02033170523043,-100
34.2,-2.90257444586513,-100
34.3,-2.79070983952453,-100
34.4,-2.68467399412957,-100
34.5,-2.58441154092027,-100
34.6,-2.48987529801328,-100
34.7,-2.40102598295266,-100
34.8,-2.31783197089564,-100
34.9,-2.2402690956481,-100
35,-2.1683204912917,-100
35.1,-2.10197647261866,-100
35.2,-2.04123445304049,-100
35.3,-1.98609889905153,-100
35.4,-1.93658132073289,-100
35.5,-1.89270029816988,-100
35.6,-1.85448154405465,-100
35.7,-1.82195800312888,-100
35.8,-1.79516998953961,-100
35.9,-1.77416536360042,-100
36,-1.75899974990695,-100
36.1,-1.74973679925857,-100
36.2,-1.74644849736004,-100
36.3,-1.74921552390071,-100
36.4,-1.75812766626443,-100
36.5,-1.7732842929001,-100
36.6,-1.79479489224568,-100
36.7,-1.82277968410894,-100
36.8,-1.85737031156409,-100
36.9,-1.89871062277773,-100
37,-1.94695755375844,-100
37.1,-2.00228212488979,-100
37.2,-2.06487056630667,-100
37.3,-2.13492558979111,-100
37.4,-2.21266782799729,-100
37.5,-2.2983374655535,-100
37.6,-2.39219609111898,-100
37.7,-2.49452880494835,-100
37.8,-2.60564662318031,-100
37.9,-2.72588922823733,-100
38,-2.85562812476761,-100
38.1,-2.99527027298725,-100
38.2,-3.14526228678509,-100
38.3,-3.30609530333971,-100
38.4,-3.47831065548292,-100
38.5,-3.66250650914457,-100
38.6,-3.85934566800826,-100
38.7,-4.069564798852,-100
38.8,-4.29398539785128,-100
38.9,-4.53352690581307,-100
39,-4.78922249655967,-100
39.1,-5.06223821838373,-100
39.2,-5.35389637938354,-100
39.3,-5.66570435661781,-100
39.4,-5.9993904106013,-100
39.5,-6.35694865245983,-100
39.6,-6.74069612071265,-100
39.7,-7.15334610310952,-100
39.8,-7.59810358677448,-100
39.9,-8.07879136645513,-100
40,-8.60001944190549,-100
40.1,-9.16741685749059,-100
40.2,-9.78795581668113,-100
40.3,-10.4704159826902,-100
40.4,-11.2260686726102,-100
40.5,-12.0697191139295,-100
40.6,-13.0213581947622,-100
40.7,-14.108908756404,-100
40.8,-15.3730716766681,-100
40.9,-16.8765521211454,-100
41,-18.7234878403224,-100
41.1,-21.1065718589617,-100
41.2,-24.4489533557934,-100
41.3,-30.0366561092183,-100
41.4,-51.1285352369973,-100
41.5,-31.6345969618433,-100
41.6,-25.1278367975806,-100
41.7,-21.4277180832283,-100
41.8,-18.8266191479414,-100
41.9,-16.8175695906878,-100
42,-15.1799965784466,-100
42.1,-13.7978378783096,-100
42.2,-12.6024425386323,-100
42.3,-11.5498201020302,-100
42.4,-10.6100860533632,-100
42.5,-9.76201217361328,-100
42.6,-8.98997854850166,-100
42.7,-8.28215940736496,-100
42.8,-7.62938808814594,-100
42.9,-7.02441719798167,-100
43,-6.46141955346237,-100
43.1,-5.93564159292748,-100
43.2,-5.44315657213647,-100
43.3,-4.98068494507635,-100
43.4,-4.54546111767032,-100
43.5,-4.13513291642529,-100
43.6,-3.74768458883543,-100
43.7,-3.38137702631601,-100
43.8,-3.0347007903626,-100
43.9,-2.70633879207719,-100
44,-2.39513634432865,-100
44.1,-2.10007691128725,-100
44.2,-1.8202623085969,-100
44.3,-1.55489641515942,-100
44.4,-1.30327168142787,-100
44.5,-1.0647578840914,-100
44.6,-0.838792699939183,-100
44.7,-0.62487376429711,-100
44.8,-0.422551949829027,-100
44.9,-0.231425655568338,-100
45,-0.051135937907966,-100
45.1,0.11863765201489,-100
45.2,0.278180634369439,-100
45.3,0.427746659516837,-100
45.4,0.567560132802991,-100
45.5,0.697818465188605,-100
45.6,0.818693998963615,-100
45.7,0.930335649066365,-100
45.8,1.0328702933183,-100
45.9,1.12640393888066,-100
46,1.21102268718842,-100
46.1,1.2867935153028,-100
46.2,1.35376488790512,-100
46.3,1.41196721087368,-100
46.4,1.46141313445307,-100
46.5,1.50209771133001,-100
46.6,1.53399841239367,-100
46.7,1.55707500051,-100
46.8,1.57126926019555,-100
46.9,1.57650457857027,-100
47,1.57268537033273,-100
47.1,1.55969633662998,-100
47.2,1.53740154453351,-100
47.3,1.50564331023467,-100
47.4,1.46424086494183,-100
47.5,1.41298877763252,-100
47.6,1.35165510308646,-100
47.7,1.27997921678614,-100
47.8,1.19766928998344,-100
47.9,1.10439934814438,-100
48,0.999805843572523,-100
48.1,0.883483657633627,-100
48.2,0.754981428816423,-100
48.3,0.613796078719298,-100
48.4,0.459366377453803,-100
48.5,0.291065350861938,-100
48.6,0.108191281584804,-100
48.7,-0.0900430094128493,-100
48.8,-0.304523000063709,-100
48.9,-0.536247935977618,-100
49,-0.786349595609398,-100
49.1,-1.0561152223233,-100
49.2,-1.34701577551569,-100
49.3,-1.66074104372452,-100
49.4,-1.99924371251388,-100
49.5,-2.36479526568431,-100
49.6,-2.76005774041994,-100
49.7,-3.18817704800458,-100
49.8,-3.65290612779468,-100
49.9,-4.15877015513333,-100
50,-4.71129229625238,-100
50.1,-5.31730874782586,-100
50.2,-5.98541909099884,-100
50.3,-6.72664830109903,-100
50.4,-7.5554522685599,-100
50.5,-8.49130574190198,-100
50.6,-9.56133118595319,-100
50.7,-10.8049126296229,-100
50.8,-12.2824184301126,-100
50.9,-14.0933958047288,-100
51,-16.4200995929894,-100
51.1,-19.6557051188484,-100
51.2,-24.9507319274796,-100
51.3,-41.3206052208079,-100
51.4,-28.0029702019636,-100
51.5,-21.0560567623106,-100
51.6,-17.2264286954318,-100
51.7,-14.5658397409156,-100
51.8,-12.5246837968212,-100
51.9,-10.8688476785694,-100
52,-9.47662407282994,-100
52.1,-8.276591667189,-100
52.2,-7.22324295842955,-100
52.3,-6.28579474761683,-100
52.4,-5.44245428611664,-100
52.5,-4.67723084608399,-100
52.6,-3.97804664975554,-100
52.7,-3.33555936581437,-100
52.8,-2.7423969650441,-100
52.9,-2.19264294715029,-100
53,-1.68147965157267,-100
53.1,-1.20493476656091,-100
53.2,-0.759697173254922,-100
53.3,-0.342980557236722,-100
53.4,0.0475793358362541,-100
53.5,0.414003278560666,-100
53.6,0.758029474712941,-100
53.7,1.08116135300509,-100
53.8,1.38470547729217,-100
53.9,1.66980191282726,-100
54,1.93744876476708,-100
54.1,2.18852216440472,-100
54.2,2.42379266245176,-100
54.3,2.64393875878249,-100
54.4,2.84955812877397,-100
54.5,3.04117698027236,-100
54.6,3.2192578802139,-100
54.7,3.38420631763738,-100
54.8,3.53637621422862,-100
54.9,3.67607455037846,-100
55,3.80356524087912,-100
55.1,3.91907236756666,-100
55.2,4.02278285472843,-100
55.3,4.11484865568496,-100
55.4,4.19538850462757,-100
55.5,4.26448927583615,-100
55.6,4.3222069822035,-100
55.7,4.36856743611436,-100
55.8,4.40356658774492,-100
55.9,4.42717054848378,-100
56,4.43931530008375,-100
56.1,4.43990608311054,-100
56.2,4.42881645094007,-100
56.3,4.40588696772394,-100
56.4,4.37092352003347,-100
56.5,4.32369520197614,-100
56.6,4.26393172195875,-100
56.7,4.1913202654257,-100
56.8,4.10550173109958,-100
56.9,4.00606623756501,-100
57,3.89254777129021,-100
57.1,3.76441781471168,-100
57.2,3.62107775171421,-100
57.3,3.46184979472646,-100
57.4,3.28596610871171,-100
57.5,3.09255571691531,-100
57.6,2.88062865342218,-100
57.7,2.64905666707197,-100
57.8,2.39654956378129,-100
57.9,2.12162597587244,-100
58,1.82257693204603,-100
58.1,1.49742001623194,-100
58.2,1.14384106464019,-100
58.3,0.759119127210493,-100
58.4,0.34002860226601,-100
58.5,-0.117290304541045,-100
58.6,-0.617505929378497,-100
58.7,-1.16633426988183,-100
58.8,-1.77087405516368,-100
58.9,-2.44008800068881,-100
59,-3.18551412885869,-100
59.1,-4.02235318840786,-100
59.2,-4.97119928639318,-100
59.3,-6.06093226641003,-100
59.4,-7.33385486394534,-100
59.5,-8.85555608528922,-100
59.6,-10.7359212124339,-100
59.7,-13.1809507776018,-100
59.8,-16.6531244776231,-100
59.9,-22.628172605289,-100
60,-100,-100
60.1,-22.5494042718748,-100
60.2,-16.4956116423065,-100
60.3,-12.944741156307,-100
60.4,-10.421086499071,-100
60.5,-8.46219209757213,-100
60.6,-6.86208173878908,-100
60.7,-5.5108947062645,-100
60.8,-4.34306685798632,-100
60.9,-3.31632067568088,-100
61,-2.40180194221464,-100
61.1,-1.57894264503676,-100
61.2,-0.83256865964161,-100
61.3,-0.151169182556251,-100
61.4,0.474190619308359,-100
61.5,1.05058085622269,-100
61.6,1.58368809266528,-100
61.7,2.0781503340329,-100
61.8,2.53779605686384,-100
61.9,2.96581846167162,-100
62,3.36490490994229,-100
62.1,3.73733467673524,-100
62.2,4.08505386671995,-100
62.3,4.40973358364343,-100
62.4,4.71281562565443,-100
62.5,4.99554875561552,-100
62.6,5.25901775640388,-100
62.7,5.50416689554876,-100
62.8,5.73181900830084,-100
62.9,5.94269110944746,-100
63,6.1374072262814,-100
63.1,6.31650898416768,-100
63.2,6.4804643557907,-100
63.3,6.62967489409689,-100
63.4,6.7644816992343,-100
63.5,6.88517031577107,-100
63.6,6.99197471407193,-100
63.7,7.08508047594811,-100
63.8,7.16462727736213,-100
63.9,7.2307107383849,-100
64,7.28338369149557,-100
64.1,7.3226569026568,-100
64.2,7.34849926455455,-100
64.3,7.36083746724637,-100
64.4,7.35955513755986,-100
64.5,7.34449142427591,-100
64.6,7.31543899077433,-100
64.7,7.27214135963504,-100
64.8,7.21428953385325,-100
64.9,7.14151779570294,-100
65,7.05339855557142,-100
65.1,6.94943608743518,-100
65.2,6.829058942741,-100
65.3,6.69161077704472,-100
65.4,6.53633924943587,-100
65.5,6.3623825574381,-100
65.6,6.16875304102775,-100
65.7,5.95431711635314,-100
65.8,5.71777056471859,-100
65.9,5.45760787914897,-100
66,5.17208392000275,-100
66.1,4.85916549289926,-100
66.2,4.51646954408082,-100
66.3,4.14118332385103,-100
66.4,3.72995986131094,-100
66.5,3.27877903102456,-100
66.6,2.78275970623722,-100
66.7,2.23590080956881,-100
66.8,1.63071635404871,-100
66.9,0.95770777034758,-100
67,0.204577928038266,-100
67.1,-0.644981450938886,-100
67.2,-1.6132409931805,-100
67.3,-2.73173916171508,-100
67.4,-4.04725450712316,-100
67.5,-5.63353225835872,-100
67.6,-7.61704410079783,-100
67.7,-10.2434808739107,-100
67.8,-14.0998803696838,-100
67.9,-21.3617357939077,-100
68,-31.1776012249969,-100
68.1,-16.9607716568803,-100
68.2,-11.7954385654359,-100
68.3,-8.55933539264694,-100
68.4,-6.19567603234733,-100
68.5,-4.33307542392515,-100
68.6,-2.79705382677091,-100
68.7,-1.49154438095724,-100
68.8,-0.357981042481415,-100
68.9,0.64198384187014,-100
69,1.53482612116359,-100
69.1,2.33958878260411,-100
69.2,3.07042178272008,-100
69.3,3.73812132874246,-100
69.4,4.35110721221145,-100
69.5,4.91606767569141,-100
69.6,5.43839889116482,-100
69.7,5.92251283400217,-100
69.8,6.37205814755371,-100
69.9,6.79008189774807,-100
70,7.1791502031848,-100
70.1,7.5414396440961,-100
70.2,7.87880751351815,-100
70.3,8.19284648693681,-100
70.4,8.48492763875857,-100
70.5,8.75623461937202,-100
70.6,9.00779103855582,-100
70.7,9.24048256268344,-100
70.8,9.45507484991737,-100
70.9,9.65222817067916,-100
71,9.83250935785655,-100
71.1,9.99640158063931,-100
71.2,10.1443123226266,-100
71.3,10.2765798585235,-100
71.4,10.3934784569816,-100
71.5,10.4952224846875,-100
71.6,10.5819695447973,-100
71.7,10.6538227484369,-100
71.8,10.7108321890017,-100
71.9,10.7529956637791,-100
72,10.7802586644768,-100
72.1,10.7925136364554,-100
72.2,10.7895984846439,-100
72.3,10.7712942811747,-100
72.4,10.7373221044769,-100
72.5,10.6873389105239,-100
72.6,10.6209323024205,-100
72.7,10.5376140223517,-100
72.8,10.4368119372366,-100
72.9,10.3178602223663,-100
73,10.1799873605538,-100
73.1,10.0223014605085,-100
73.2,9.84377224676118,-100
73.3,9.64320886951615,-100
73.4,9.419232404282,-100
73.5,9.17024152554477,-100
73.6,8.89436929701094,-100
73.7,8.5894282478197,-100
73.8,8.25283978175401,-100
73.9,7.88154230643707,-100
74,7.47186996317839,-100
74.1,7.01938996663258,-100
74.2,6.5186804284958,-100
74.3,5.96302053386422,-100
74.4,5.34394807804866,-100
74.5,4.65060987238423,-100
74.6,3.868776619932,-100
74.7,2.97929017675408,-100
74.8,1.95549911422342,-100
74.9,0.758771503069304,-100
75,-0.669955265431955,-100
75.1,-2.42770727095244,-100
75.2,-4.69110096288254,-100
75.3,-7.83747028517263,-100
75.4,-12.9488080607527,-100
75.5,-27.6036298241185,-100
75.6,-16.7919213379768,-100
75.7,-9.53634302988531,-100
75.8,-5.60169591717659,-100
75.9,-2.88000292349486,-100
76,-0.795086531239044,-100
76.1,0.895409145657308,-100
76.2,2.31658445521826,-100
76.3,3.54151215185682,-100
76.4,4.61659805924776,-100
76.5,5.57315371160268,-100
76.6,6.43330041069466,-100
76.7,7.21324125183151,-100
76.8,7.92519454579324,-100
76.9,8.57859632992638,-100
77,9.18088031812339,-100
77.1,9.73800178960564,-100
77.2,10.2548000659062,-100
77.3,10.7352557612229,-100
77.4,11.1826774147517,-100
77.5,11.5998395154967,-100
77.6,11.9890863141857,-100
77.7,12.3524110705266,-100
77.8,12.69151734525,-100
77.9,13.0078669535258,-100
78,13.3027178609266,-100
78.1,13.577154390577,-100
78.2,13.8321114753535,-100
78.3,14.0683942401144,-100
78.4,14.2866938765981,-100
78.5,14.4876005387749,-100
78.6,14.6716138128829,-100
78.7,14.8391511863025,-100
78.8,14.9905548404826,-100
78.9,15.1260970166484,-100
79,15.2459841427907,-100
79.1,15.3503598619305,-100
79.2,15.4393070615053,-100
79.3,15.512848969328,-100
79.4,15.5709493508563,-100
79.5,15.6135118137155,-100
79.6,15.6403781969501,-100
79.7,15.651325992767,-100
79.8,15.6460647159057,-100
79.9,15.6242310983079,-100
80,15.5853829420951,-100
80.1,15.5289914090093,-100
80.2,15.4544314554073,-100
80.3,15.3609700332287,-100
80.4,15.2477515615351,-100
80.5,15.1137800196061,-100
80.6,14.9578968059373,-100
80.7,14.7787532255292,-100
80.8,14.5747760776359,-100
80.9,14.3441242678768,-100
81,14.0846335859883,-100
81.1,13.7937456538656,-100
81.2,13.4684153665067,-100
81.3,13.1049886073122,-100
81.4,12.6990380909341,-100
81.5,12.2451389566156,-100
81.6,11.7365555639152,-100
81.7,11.1647937836771,-100
81.8,10.5189430168554,-100
81.9,9.7846771569551,-100
82,8.94267770135503,-100
82.1,7.96602498823217,-100
82.2,6.81562373372025,-100
82.3,5.43156500132075,-100
82.4,3.71513761938329,-100
82.5,1.48589299285004,-100
82.6,-1.64434485901922,-100
82.7,-6.80442803046321,-100
82.8,-22.521315502566,-100
82.9,-9.94183009385224,-100
83,-2.82523223820441,-100
83.1,1.11397280202177,-100
83.2,3.87109066518725,-100
83.3,6.00373661782363,-100
83.4,7.7485617741029,-100
83.5,9.22835446840262,-100
83.6,10.5150923968409,-100
83.7,11.6546125764494,-100
83.8,12.6779166529561,-100
83.9,13.6069563736871,-100
84,14.4578474811154,-100
84.1,15.2427723812224,-100
84.2,15.9711653929034,-100
84.3,16.6504825531773,-100
84.4,17.2867193339408,-100
84.5,17.8847692747494,-100
84.6,18.4486788128631,-100
84.7,18.9818324015284,-100
84.8,19.4870896201847,-100
84.9,19.9668884841721,-100
85,20.4233244857333,-100
85.1,20.8582119022557,-100
85.2,21.2731319419044,-100
85.3,21.6694709789674,-100
85.4,22.0484512305587,-100
85.5,22.4111555999028,-100
85.6,22.7585479687458,-100
85.7,23.0914899039686,-100
85.8,23.4107545127988,-100
85.9,23.7170380112399,-100
86,24.0109694440223,-100
86.1,24.293118899319,-100
86.2,24.5640044893281,-100
86.3,24.8240983124174,-100
86.4,25.0738315697949,-100
86.5,25.3135989762563,-100
86.6,25.5437625783817,-100
86.7,25.7646550728223,-100
86.8,25.9765827007959,-100
86.9,26.1798277816928,-100
87,26.3746509380177,-100
87.1,26.561293055232,-100
87.2,26.7399770130378,-100
87.3,26.9109092188108,-100
87.4,27.074280969195,-100
87.5,27.2302696618667,-100
87.6,27.3790398762718,-100
87.7,27.5207443393107,-100
87.8,27.6555247897958,-100
87.9,27.7835127533935,-100
88,27.904830238344,-100
88.1,28.0195903606654,-100
88.2,28.1278979065583,-100
88.3,28.2298498385565,-100
88.4,28.32553575127,-100
88.5,28.4150382816728,-100
88.6,28.498433478339,-100
88.7,28.5757911335252,-100
88.8,28.6471750813552,-100
88.9,28.7126434650246,-100
89,28.7722489757824,-100
89.1,28.8260390655605,-100
89.2,28.8740561356437,-100
89.3,28.9163377026375,-100
89.4,28.9529165435128,-100
89.5,28.9838208208188,-100
89.6,29.0090741891819,-100
89.7,29.0286958839778,-100
89.8,29.0427007929102,-100
89.9,29.0510995110896,-100
90,29.0538983800598,-100
